"timestamp_utc","mode","query","acceleration_factor","checkpoints_before_fault","job_id","execution_started_utc","execution_ended_utc","execution_elapsed_ms","producer_elapsed_ms","completed_checkpoints_before_fault","restarts_before","restarts_after","fault_injected_at_ms","fault_detected_at_ms","restore_detected_at_ms","recovery_elapsed_ms","producer_timed_out","producer_exit_code","verification_pass","notes"
"2026-07-18T14:20:54.8774929Z","without_fault","q1","57600","1","e490be37e896bc4c571a21743b91a9dc","2026-07-18T14:17:25.8039285Z","2026-07-18T14:20:54.8774929Z","209071","185873","1","0","0",,,,,"False","0",,"run=1/1; verification_id=checkpoint_finale_v2; output=Results\fault_tolerance_verification\checkpoint_finale_v2\without_fault\run-01; execution=producer_start_to_post_eos_checkpoint_and_final_window_consolidation; excludes docker_setup, topic_reset, preprocessing, job_submit, merge, comparison, cleanup"
"2026-07-18T14:25:28.4712870Z","with_fault","q1","57600","1","872d9dbe6215453246ed83f9420716ea","2026-07-18T14:21:59.8042724Z","2026-07-18T14:25:28.4712870Z","208665","185495","1","0","1","9162","53943","63314","54152","False","0","True","run=1/1; verification_id=checkpoint_finale_v2; output=Results\fault_tolerance_verification\checkpoint_finale_v2\with_fault\run-01; execution=producer_start_to_post_eos_checkpoint_and_final_window_consolidation; excludes docker_setup, topic_reset, preprocessing, job_submit, merge, comparison, cleanup"
