ts,rank,origin_airport_id,num_flights,severe_delays,dep_delay_mean,dep_delay_max,delayed_flights
2025-01-01 06:45:00,1,13204,34,2,2.088235294117647,87.0,"[(F9,14100,87.00),(F9,11433,31.00)]"
2025-01-01 06:45:00,2,10721,31,1,1.3225806451612894,211.0,"[(DL,12478,211.00)]"
2025-01-01 06:45:00,3,12892,34,0,-0.6470588235294117,26.0,[]
2025-01-01 07:30:00,1,11292,37,4,6.5675675675675675,107.0,"[(B6,12478,107.00),(UA,13930,56.00),(AA,11298,54.00),(UA,12264,42.00)]"
2025-01-01 07:30:00,2,15304,30,3,17.333333333333336,336.0,"[(UA,11618,336.00),(WN,11259,148.00),(F9,15356,42.00)]"
2025-01-01 07:30:00,3,14771,43,3,9.860465116279073,480.0,"[(UA,11292,480.00),(B6,11697,70.00),(AA,14100,45.00)]"
2025-01-01 07:30:00,4,11618,41,3,6.073170731707316,267.0,"[(B6,13204,267.00),(UA,14908,67.00),(F9,14843,45.00)]"
2025-01-01 07:30:00,5,13204,64,3,2.390625,106.0,"[(UA,13930,106.00),(F9,14100,87.00),(F9,11433,31.00)]"
2025-01-01 07:30:00,6,14492,31,2,8.64516129032258,353.0,"[(NK,11697,353.00),(UA,11618,112.00)]"
2025-01-01 07:30:00,7,10397,31,2,5.096774193548385,146.0,"[(B6,12478,146.00),(F9,11292,78.00)]"
2025-01-01 07:30:00,8,10721,53,2,5.094339622641506,270.0,"[(DL,10397,270.00),(DL,12478,211.00)]"
2025-01-01 07:30:00,9,11298,37,2,3.0000000000000004,128.0,"[(NK,12892,128.00),(F9,10397,82.00)]"
2025-01-01 07:30:00,10,11697,39,2,2.7948717948717947,103.0,"[(B6,10721,103.00),(B6,10721,101.00)]"
2025-01-01 08:15:00,1,14679,39,8,34.128205128205124,301.0,"[(AA,13303,301.00),(OO,12892,285.00),(DL,12478,210.00),(F9,11292,191.00),(WN,14107,171.00),(UA,13930,145.00),(AS,14747,58.00),(UA,11618,55.00)]"
2025-01-01 08:15:00,2,11292,81,8,5.012345679012345,120.0,"[(OO,14812,120.00),(B6,12478,107.00),(OO,12280,81.00),(UA,13930,56.00),(AA,11298,54.00),(UA,14107,49.00),(UA,12264,42.00),(UA,10849,36.00)]"
2025-01-01 08:15:00,3,13930,81,6,2.160493827160494,134.0,"[(MQ,12339,134.00),(AA,11278,127.00),(UA,10994,84.00),(UA,11697,48.00),(UA,12953,42.00),(OO,11288,37.00)]"
2025-01-01 08:15:00,4,15304,44,5,24.090909090909093,339.0,"[(DL,12478,339.00),(UA,11618,336.00),(AA,14107,198.00),(WN,11259,148.00),(F9,15356,42.00)]"
2025-01-01 08:15:00,5,14747,62,5,3.2741935483870965,215.0,"[(DL,10721,215.00),(DL,12889,104.00),(AS,13342,54.00),(DL,12173,43.00),(DL,13303,34.00)]"
2025-01-01 08:15:00,6,12478,56,4,4.017857142857143,146.0,"[(B6,13204,146.00),(B6,14986,105.00),(DL,13495,79.00),(B6,14679,32.00)]"
2025-01-01 08:15:00,7,11697,57,4,3.912280701754386,103.0,"[(B6,10721,103.00),(B6,10721,101.00),(B6,14307,65.00),(B6,10721,46.00)]"
2025-01-01 08:15:00,8,11618,66,4,3.499999999999999,267.0,"[(B6,13204,267.00),(UA,14908,67.00),(F9,14843,45.00),(UA,11292,38.00)]"
2025-01-01 08:15:00,9,11298,55,4,2.9090909090909087,128.0,"[(NK,12892,128.00),(F9,10397,82.00),(AA,10423,56.00),(AA,11057,31.00)]"
2025-01-01 08:15:00,10,12892,77,4,0.7792207792207794,69.0,"[(DL,13204,69.00),(OO,11503,51.00),(HA,13830,47.00),(DL,12478,33.00)]"
2025-01-01 09:00:00,1,12892,120,11,3.708333333333333,115.0,"[(NK,12266,115.00),(DL,10423,90.00),(DL,13204,69.00),(OO,11503,51.00),(DL,11298,50.00),(HA,13830,47.00),(UA,12266,36.00),(UA,11292,35.00),(DL,12478,33.00),(OO,14679,32.00),(UA,12173,32.00)]"
2025-01-01 09:00:00,2,11292,104,10,5.307692307692307,120.0,"[(OO,14812,120.00),(B6,12478,107.00),(OO,12280,81.00),(UA,13930,56.00),(AA,11298,54.00),(UA,14107,49.00),(F9,14679,44.00),(UA,12264,42.00),(UA,10849,36.00),(WN,15016,34.00)]"
2025-01-01 09:00:00,3,13930,125,10,4.664,269.0,"[(MQ,13244,269.00),(MQ,12339,134.00),(AA,11278,127.00),(OO,13367,126.00),(UA,10994,84.00),(MQ,10529,51.00),(UA,11697,48.00),(UA,12953,42.00),(OO,11288,37.00),(UA,11292,36.00)]"
2025-01-01 09:00:00,4,14679,48,9,30.166666666666664,301.0,"[(AA,13303,301.00),(OO,12892,285.00),(DL,12478,210.00),(F9,11292,191.00),(WN,14107,171.00),(UA,13930,145.00),(WN,10693,103.00),(AS,14747,58.00),(UA,11618,55.00)]"
2025-01-01 09:00:00,5,12478,65,8,9.16923076923077,191.0,"[(DL,11298,191.00),(B6,13204,146.00),(B6,14986,105.00),(DL,13495,79.00),(DL,10397,63.00),(DL,12892,44.00),(DL,14679,37.00),(B6,14679,32.00)]"
2025-01-01 09:00:00,6,11433,67,6,12.298507462686567,504.0,"[(OO,13930,504.00),(NK,11697,166.00),(DL,13204,79.00),(DL,12892,65.00),(DL,14986,60.00),(DL,13204,44.00)]"
