window_start,window_end,airline,num_flights,completed,cancelled,diverted,dep_delay_mean,cancellation_rate,late_departure_rate
"2025-01-01 00:00:00","2025-01-01 01:00:00",AA,13,13,0,0,7.384615384615385,0.0,30.76923076923077
"2025-01-01 00:00:00","2025-01-01 01:00:00",DL,1,1,0,0,-6.0,0.0,0.0
"2025-01-01 00:00:00","2025-01-01 01:00:00",UA,7,7,0,0,10.571428571428571,0.0,14.285714285714286
"2025-01-01 01:00:00","2025-01-01 02:00:00",AA,1,1,0,0,-7.0,0.0,0.0
"2025-01-01 01:00:00","2025-01-01 02:00:00",DL,2,2,0,0,-5.0,0.0,0.0
"2025-01-01 01:00:00","2025-01-01 02:00:00",UA,1,1,0,0,-3.0,0.0,0.0
"2025-01-01 02:00:00","2025-01-01 03:00:00",UA,1,1,0,0,1.0,0.0,0.0
"2025-01-01 03:00:00","2025-01-01 04:00:00",DL,1,1,0,0,-2.0,0.0,0.0
"2025-01-01 05:00:00","2025-01-01 06:00:00",AA,98,97,0,1,-2.989795918367347,0.0,5.1020408163265305
"2025-01-01 05:00:00","2025-01-01 06:00:00",DL,55,55,0,0,-2.890909090909091,0.0,3.6363636363636362
"2025-01-01 05:00:00","2025-01-01 06:00:00",UA,41,41,0,0,8.414634146341463,0.0,4.878048780487805
"2025-01-01 05:00:00","2025-01-01 06:00:00",WN,17,17,0,0,0.5882352941176471,0.0,5.882352941176471
"2025-01-01 06:00:00","2025-01-01 07:00:00",AA,161,161,0,0,9.093167701863354,0.0,6.832298136645963
"2025-01-01 06:00:00","2025-01-01 07:00:00",DL,172,172,0,0,1.7732558139534884,0.0,5.232558139534884
"2025-01-01 06:00:00","2025-01-01 07:00:00",UA,114,114,0,0,7.114035087719298,0.0,10.526315789473685
"2025-01-01 06:00:00","2025-01-01 07:00:00",WN,188,187,0,1,0.30851063829787234,0.0,4.787234042553192
"2025-01-01 07:00:00","2025-01-01 08:00:00",AA,128,127,1,0,5.803149606299213,0.78125,7.874015748031496
"2025-01-01 07:00:00","2025-01-01 08:00:00",DL,189,189,0,0,5.343915343915344,0.0,10.582010582010582
"2025-01-01 07:00:00","2025-01-01 08:00:00",UA,162,161,1,0,2.515527950310559,0.6172839506172839,9.316770186335404
"2025-01-01 07:00:00","2025-01-01 08:00:00",WN,208,207,1,0,0.2318840579710145,0.4807692307692308,4.830917874396135
"2025-01-01 08:00:00","2025-01-01 09:00:00",AA,174,174,0,0,-0.8563218390804598,0.0,5.747126436781609
"2025-01-01 08:00:00","2025-01-01 09:00:00",DL,160,160,0,0,4.8125,0.0,11.875
"2025-01-01 08:00:00","2025-01-01 09:00:00",UA,168,168,0,0,0.07142857142857142,0.0,7.738095238095238
"2025-01-01 08:00:00","2025-01-01 09:00:00",WN,224,224,0,0,1.0803571428571428,0.0,7.142857142857143
"2025-01-01 09:00:00","2025-01-01 10:00:00",AA,126,126,0,0,2.0476190476190474,0.0,7.142857142857143
"2025-01-01 09:00:00","2025-01-01 10:00:00",DL,107,107,0,0,3.467289719626168,0.0,6.542056074766355
"2025-01-01 09:00:00","2025-01-01 10:00:00",UA,121,118,2,1,9.915966386554622,1.6528925619834711,21.84873949579832
"2025-01-01 09:00:00","2025-01-01 10:00:00",WN,239,238,1,0,3.23109243697479,0.41841004184100417,9.663865546218487
"2025-01-01 10:00:00","2025-01-01 11:00:00",AA,131,130,0,1,14.15267175572519,0.0,8.396946564885496
"2025-01-01 10:00:00","2025-01-01 11:00:00",DL,124,124,0,0,3.274193548387097,0.0,11.290322580645162
"2025-01-01 10:00:00","2025-01-01 11:00:00",UA,105,105,0,0,5.304761904761905,0.0,16.19047619047619
"2025-01-01 10:00:00","2025-01-01 11:00:00",WN,221,221,0,0,2.4434389140271495,0.0,11.312217194570136
"2025-01-01 11:00:00","2025-01-01 12:00:00",AA,144,144,0,0,6.791666666666667,0.0,11.11111111111111
"2025-01-01 11:00:00","2025-01-01 12:00:00",DL,182,182,0,0,0.8296703296703297,0.0,6.593406593406593
"2025-01-01 11:00:00","2025-01-01 12:00:00",UA,113,113,0,0,7.938053097345133,0.0,18.58407079646018
"2025-01-01 11:00:00","2025-01-01 12:00:00",WN,242,240,2,0,3.7666666666666666,0.8264462809917356,10.833333333333334
"2025-01-01 12:00:00","2025-01-01 13:00:00",AA,127,126,0,1,8.73228346456693,0.0,18.11023622047244
"2025-01-01 12:00:00","2025-01-01 13:00:00",DL,135,134,0,1,4.533333333333333,0.0,16.296296296296298
"2025-01-01 12:00:00","2025-01-01 13:00:00",UA,112,112,0,0,6.535714285714286,0.0,15.178571428571429
"2025-01-01 12:00:00","2025-01-01 13:00:00",WN,210,210,0,0,6.419047619047619,0.0,17.142857142857142
"2025-01-01 13:00:00","2025-01-01 14:00:00",AA,137,137,0,0,4.810218978102189,0.0,13.86861313868613
"2025-01-01 13:00:00","2025-01-01 14:00:00",DL,109,108,0,1,6.669724770642202,0.0,16.513761467889907
"2025-01-01 13:00:00","2025-01-01 14:00:00",UA,122,120,1,1,14.082644628099173,0.819672131147541,19.834710743801654
"2025-01-01 13:00:00","2025-01-01 14:00:00",WN,232,232,0,0,8.012931034482758,0.0,18.96551724137931
"2025-01-01 14:00:00","2025-01-01 15:00:00",AA,125,125,0,0,7.6,0.0,14.4
"2025-01-01 14:00:00","2025-01-01 15:00:00",DL,119,119,0,0,6.38655462184874,0.0,15.126050420168067
"2025-01-01 14:00:00","2025-01-01 15:00:00",UA,122,121,0,1,13.032786885245901,0.0,19.672131147540984
"2025-01-01 14:00:00","2025-01-01 15:00:00",WN,232,232,0,0,8.681034482758621,0.0,20.689655172413794
"2025-01-01 15:00:00","2025-01-01 16:00:00",AA,121,121,0,0,19.74380165289256,0.0,16.52892561983471
"2025-01-01 15:00:00","2025-01-01 16:00:00",DL,125,125,0,0,6.872,0.0,14.4
"2025-01-01 15:00:00","2025-01-01 16:00:00",UA,71,70,1,0,9.042857142857143,1.408450704225352,14.285714285714286
"2025-01-01 15:00:00","2025-01-01 16:00:00",WN,211,211,0,0,7.1753554502369665,0.0,18.48341232227488
"2025-01-01 16:00:00","2025-01-01 17:00:00",AA,145,144,0,1,5.689655172413793,0.0,14.482758620689655
"2025-01-01 16:00:00","2025-01-01 17:00:00",DL,92,92,0,0,8.66304347826087,0.0,15.217391304347826
"2025-01-01 16:00:00","2025-01-01 17:00:00",UA,138,138,0,0,7.905797101449275,0.0,14.492753623188406
"2025-01-01 16:00:00","2025-01-01 17:00:00",WN,250,250,0,0,7.824,0.0,20.0
"2025-01-01 17:00:00","2025-01-01 18:00:00",AA,139,139,0,0,7.179856115107913,0.0,19.424460431654676
"2025-01-01 17:00:00","2025-01-01 18:00:00",DL,130,130,0,0,4.430769230769231,0.0,11.538461538461538
"2025-01-01 17:00:00","2025-01-01 18:00:00",UA,133,132,1,0,13.795454545454545,0.7518796992481203,26.515151515151516
"2025-01-01 17:00:00","2025-01-01 18:00:00",WN,213,213,0,0,9.488262910798122,0.0,22.065727699530516
"2025-01-01 18:00:00","2025-01-01 19:00:00",AA,142,142,0,0,10.126760563380282,0.0,19.718309859154928
"2025-01-01 18:00:00","2025-01-01 19:00:00",DL,83,83,0,0,5.831325301204819,0.0,14.457831325301205
"2025-01-01 18:00:00","2025-01-01 19:00:00",UA,145,145,0,0,8.917241379310346,0.0,17.24137931034483
"2025-01-01 18:00:00","2025-01-01 19:00:00",WN,246,246,0,0,8.886178861788618,0.0,22.764227642276424
