ts,airline,hour,count,min,p25,p50,p75,p90,max
"2025-01-01 00:00:00",AA,0,79,-11.0,-5.0,-0.99,7.03,30.88,122.0
"2025-01-01 00:00:00",AA,1,12,-18.0,-10.07,-7.03,-5.0,4.01,318.0
"2025-01-01 00:00:00",AA,5,617,-13.0,-7.03,-4.01,0.0,15.03,1594.0
"2025-01-01 00:00:00",AA,6,996,-18.0,-5.99,-4.01,0.0,15.96,1418.0
"2025-01-01 00:00:00",AA,7,1034,-13.0,-5.99,-2.97,0.99,22.88,741.0
"2025-01-01 00:00:00",AA,8,1057,-14.0,-5.99,-2.97,4.01,32.14,1386.0
"2025-01-01 00:00:00",AA,9,774,-14.0,-5.0,-1.99,5.99,30.88,786.0
"2025-01-01 00:00:00",AA,10,813,-26.0,-5.0,-1.99,13.07,55.15,1559.0
"2025-01-01 00:00:00",AA,11,889,-15.0,-4.01,-0.99,10.91,51.94,582.0
"2025-01-01 00:00:00",AA,12,804,-12.0,-4.01,0.0,19.89,75.95,1470.0
"2025-01-01 00:00:00",AA,13,820,-18.0,-4.01,-0.99,16.95,71.53,1293.0
"2025-01-01 00:00:00",AA,14,768,-23.0,-4.01,0.99,24.78,82.28,1168.0
"2025-01-01 00:00:00",AA,15,712,-16.0,-4.01,0.0,26.84,83.94,1485.0
"2025-01-01 00:00:00",AA,16,821,-20.0,-4.01,0.0,22.88,68.72,1051.0
"2025-01-01 00:00:00",AA,17,826,-20.0,-5.0,-0.99,21.98,63.44,762.0
"2025-01-01 00:00:00",AA,18,878,-22.0,-2.97,2.97,24.78,72.97,910.0
"2025-01-01 00:00:00",AA,19,747,-18.0,-4.01,1.99,27.94,74.45,890.0
"2025-01-01 00:00:00",AA,20,692,-26.0,-2.97,2.97,25.79,70.11,678.0
"2025-01-01 00:00:00",AA,21,472,-16.0,-4.01,1.99,25.79,72.97,686.0
"2025-01-01 00:00:00",AA,22,464,-15.0,-4.01,1.99,21.12,63.44,953.0
"2025-01-01 00:00:00",AA,23,206,-13.0,-5.0,-0.99,10.07,37.72,673.0
"2025-01-01 00:00:00",DL,0,11,-14.0,-8.94,-5.0,1.99,19.11,23.0
"2025-01-01 00:00:00",DL,1,12,-9.0,-8.94,-5.0,-0.99,0.99,36.0
"2025-01-01 00:00:00",DL,3,4,-7.0,-7.0,-4.01,-2.97,-2.97,-2.0
"2025-01-01 00:00:00",DL,5,365,-18.0,-7.03,-2.97,1.99,13.87,358.0
"2025-01-01 00:00:00",DL,6,1043,-20.0,-7.03,-2.97,0.99,15.96,565.0
"2025-01-01 00:00:00",DL,7,1280,-22.0,-5.99,-2.97,1.99,19.89,911.0
"2025-01-01 00:00:00",DL,8,976,-19.0,-5.99,-1.99,4.01,23.81,772.0
"2025-01-01 00:00:00",DL,9,728,-16.0,-5.0,-0.99,5.99,27.94,598.0
"2025-01-01 00:00:00",DL,10,813,-22.0,-5.99,-1.99,7.03,32.14,310.0
"2025-01-01 00:00:00",DL,11,1118,-18.0,-5.0,-0.99,10.07,36.24,709.0
"2025-01-01 00:00:00",DL,12,881,-20.0,-5.0,-0.99,13.07,43.38,1113.0
"2025-01-01 00:00:00",DL,13,752,-16.0,-5.0,-0.99,13.87,41.68,1051.0
"2025-01-01 00:00:00",DL,14,761,-17.0,-5.0,-0.99,13.87,45.15,1109.0
"2025-01-01 00:00:00",DL,15,903,-19.0,-4.01,0.0,17.99,57.4,1161.0
"2025-01-01 00:00:00",DL,16,659,-20.0,-5.0,0.0,19.11,58.56,309.0
"2025-01-01 00:00:00",DL,17,872,-20.0,-5.99,-0.99,15.03,47.0,332.0
