verification_pass,baseline_raw_rows,fault_raw_rows,baseline_duplicate_keys,fault_duplicate_keys,baseline_conflicting_keys,fault_conflicting_keys,missing_keys_in_fault,extra_keys_in_fault,value_mismatches,baseline_sha256,fault_sha256
True,9765,9765,0,0,0,0,0,0,0,642996a58f28f5fc53d45655d56f0981ef3ca23482fe6ff80e51ac2517c2572a,642996a58f28f5fc53d45655d56f0981ef3ca23482fe6ff80e51ac2517c2572a
